time,open,high,low,close
-2385192600,4.34,4.34,4.34,4.34
-2379922200,4.41,4.41,4.41,4.41
-2374651800,4.34,4.34,4.34,4.34
-2371973400,4.34,4.34,4.34,4.34
-2366703000,4.25,4.25,4.25,4.25
-2364024600,4.19,4.19,4.19,4.19
-2361605400,4.19,4.19,4.19,4.19
-2358927000,4.37,4.37,4.37,4.37
-2356335000,4.61,4.61,4.61,4.61
-2351064600,4.72,4.72,4.72,4.72
-2348386200,4.79,4.79,4.79,4.79
-2343115800,4.75,4.75,4.75,4.75
-2340437400,4.59,4.59,4.59,4.59
-2335167000,4.27,4.27,4.27,4.27
-2327304600,4.42,4.42,4.42,4.42
-2324712600,4.4,4.4,4.4,4.4
-2322034200,4.32,4.32,4.32,4.32
-2319442200,4.04,4.04,4.04,4.04
-2314085400,4.01,4.01,4.01,4.01
-2311493400,4.1,4.1,4.1,4.1
-2306223000,4.22,4.22,4.22,4.22
-2303544600,4.22,4.22,4.22,4.22
-2300866200,4.18,4.18,4.18,4.18
-2298447000,4.19,4.19,4.19,4.19
-2295768600,4.06,4.06,4.06,4.06
-2290498200,4.27,4.27,4.27,4.27
-2287906200,4.46,4.46,4.46,4.46
-2282549400,4.98,4.98,4.98,4.98
-2279957400,4.82,4.82,4.82,4.82
-2277279000,4.65,4.65,4.65,4.65
-2274687000,4.75,4.75,4.75,4.75
-2269330200,4.87,4.87,4.87,4.87
-2266911000,4.65,4.65,4.65,4.65
-2264232600,4.57,4.57,4.57,4.57
-2258962200,5.06,5.06,5.06,5.06
-2256370200,5.08,5.08,5.08,5.08
-2253691800,5.27,5.27,5.27,5.27
-2251013400,5.26,5.26,5.26,5.26
-2245743000,5.32,5.32,5.32,5.32
-2243151000,5.65,5.65,5.65,5.65
-2237794200,6.31,6.31,6.31,6.31
-2235375000,6.4,6.4,6.4,6.4
-2230104600,6.21,6.21,6.21,6.21
-2227426200,6.07,6.07,6.07,6.07
-2222155800,6.44,6.44,6.44,6.44
-2219477400,6.37,6.37,6.37,6.37
-2214207000,6.46,6.46,6.46,6.46
-2211615000,6.02,6.02,6.02,6.02
-2208936600,6.1,6.1,6.1,6.1
-2206258200,6.21,6.21,6.21,6.21
-2203839000,6.26,6.26,6.26,6.26
-2198568600,6.04,6.04,6.04,6.04
-2195890200,5.86,5.86,5.86,5.86
-2190619800,5.94,5.94,5.94,5.94
-2185349400,6.01,6.01,6.01,6.01
-2182671000,6.48,6.48,6.48,6.48
-2177400600,7.07,7.07,7.07,7.07
-2174722200,7.25,7.25,7.25,7.25
-2172303000,7.51,7.51,7.51,7.51
-2169624600,8.14,8.14,8.14,8.14
-2167032600,7.73,7.73,7.73,7.73
-2161762200,7.93,7.93,7.93,7.93
-2159083800,8.04,8.04,8.04,8.04
-2153813400,7.91,7.91,7.91,7.91
-2151135000,8.08,8.08,8.08,8.08
-2145864600,8.12,8.12,8.12,8.12
-2138088600,8.48,8.48,8.48,8.48
-2135496600,8.46,8.46,8.46,8.46
-2130226200,8.6,8.6,8.6,8.6
-2127547800,8.83,8.83,8.83,8.83
-2124869400,8.85,8.85,8.85,8.85
-2122277400,8.57,8.57,8.57,8.57
-2117007000,8.05,8.05,8.05,8.05
-2114328600,8.46,8.46,8.46,8.46
-2106552600,7.75,7.75,7.75,7.75
-2103960600,7.6,7.6,7.6,7.6
-2101282200,7.18,7.18,7.18,7.18
-2098690200,6.85,6.85,6.85,6.85
-2093333400,6.47,6.47,6.47,6.47
-2090741400,6.26,6.26,6.26,6.26
-2085471000,6.57,6.57,6.57,6.57
-2082792600,6.68,6.68,6.68,6.68
-2080114200,6.5,6.5,6.5,6.5
-2077608600,6.48,6.48,6.48,6.48
-2074930200,6.64,6.64,6.64,6.64
-2069659800,6.51,6.51,6.51,6.51
-2067067800,6.78,6.78,6.78,6.78
-2064389400,7.01,7.01,7.01,7.01
-2061711000,7.32,7.32,7.32,7.32
-2056440600,8.17,8.17,8.17,8.17
-2053848600,8.25,8.25,8.25,8.25
-2048491800,8.8,8.8,8.8,8.8
-2046072600,9.05,9.05,9.05,9.05
-2040802200,8.5,8.5,8.5,8.5
-2038123800,8.6,8.6,8.6,8.6
-2032853400,9.2,9.2,9.2,9.2
-2030175000,9.23,9.23,9.23,9.23
-2024904600,9.31,9.31,9.31,9.31
-2022312600,9.54,9.54,9.54,9.54
-2019634200,9.87,9.87,9.87,9.87
-2016955800,9.8,9.8,9.8,9.8
-2014536600,9.56,9.56,9.56,9.56
-2009266200,9.18,9.18,9.18,9.18
-2006587800,9.3,9.3,9.3,9.3
-2001317400,9.73,9.73,9.73,9.73
-1996047000,9.73,9.73,9.73,9.73
-1993368600,9.93,9.93,9.93,9.93
-1988098200,9.56,9.56,9.56,9.56
-1985419800,9.26,9.26,9.26,9.26
-1983000600,8.35,8.35,8.35,8.35
-1980322200,8.39,8.39,8.39,8.39
-1977730200,8.1,8.1,8.1,8.1
-1972459800,8.14,8.14,8.14,8.14
-1969781400,7.53,7.53,7.53,7.53
-1964511000,6.64,6.64,6.64,6.64
-1961832600,6.25,6.25,6.25,6.25
-1956562200,6.85,6.85,6.85,6.85
-1948699800,7.24,7.24,7.24,7.24
-1946107800,7.63,7.63,7.63,7.63
-1943429400,7.64,7.64,7.64,7.64
-1940837400,7.92,7.92,7.92,7.92
-1935480600,8.17,8.17,8.17,8.17
-1932888600,8.27,8.27,8.27,8.27
-1927618200,9.03,9.03,9.03,9.03
-1924939800,9.06,9.06,9.06,9.06
-1922261400,8.8,8.8,8.8,8.8
-1919842200,8.92,8.92,8.92,8.92
-1917163800,9.32,9.32,9.32,9.32
-1911893400,9.8,9.8,9.8,9.8
-1909301400,9.94,9.94,9.94,9.94
-1903944600,10.19,10.19,10.19,10.19
-1901352600,10.23,10.23,10.23,10.23
-1898674200,10.18,10.18,10.18,10.18
-1896082200,10.3,10.3,10.3,10.3
-1890725400,9.72,9.72,9.72,9.72
-1888306200,9.96,9.96,9.96,9.96
-1885627800,9.72,9.72,9.72,9.72
-1880357400,9.1,9.1,9.1,9.1
-1877765400,8.64,8.64,8.64,8.64
-1875087000,8.85,8.85,8.85,8.85
-1872408600,8.91,8.91,8.91,8.91
-1867138200,9.31,9.31,9.31,9.31
-1864546200,9.05,9.05,9.05,9.05
-1859189400,9.43,9.43,9.43,9.43
-1856770200,9.32,9.32,9.32,9.32
-1851499800,9.48,9.48,9.48,9.48
-1848821400,9.67,9.67,9.67,9.67
-1843551000,9.17,9.17,9.17,9.17
-1840872600,8.67,8.67,8.67,8.67
-1835602200,9.07,9.07,9.07,9.07
-1833010200,9.11,9.11,9.11,9.11
-1830331800,9.12,9.12,9.12,9.12
-1827653400,9.04,9.04,9.04,9.04
-1825147800,9.3,9.3,9.3,9.3
-1822469400,9.59,9.59,9.59,9.59
-1819877400,9.58,9.58,9.58,9.58
-1814607000,9.59,9.59,9.59,9.59
-1811928600,9.81,9.81,9.81,9.81
-1806658200,9.84,9.84,9.84,9.84
-1803979800,9.73,9.73,9.73,9.73
-1798709400,9.3,9.3,9.3,9.3
-1790933400,8.79,8.79,8.79,8.79
-1788341400,8.55,8.55,8.55,8.55
-1783071000,8.23,8.23,8.23,8.23
-1780392600,8.45,8.45,8.45,8.45
-1777714200,8.53,8.53,8.53,8.53
-1775122200,8.26,8.26,8.26,8.26
-1769851800,8.04,8.04,8.04,8.04
-1767173400,8.37,8.37,8.37,8.37
-1759397400,8.12,8.12,8.12,8.12
-1756805400,8.17,8.17,8.17,8.17
-1754127000,8.13,8.13,8.13,8.13
-1751535000,7.68,7.68,7.68,7.68
-1746178200,7.68,7.68,7.68,7.68
-1743586200,7.68,7.68,7.68,7.68
-1738315800,7.35,7.35,7.35,7.35
-1735637400,7.48,7.48,7.48,7.48
-1732959000,7.38,7.38,7.38,7.38
-1730539800,7.57,7.57,7.57,7.57
-1727861400,8.14,8.14,8.14,8.14
-1722591000,8.04,8.04,8.04,8.04
-1719999000,8.01,8.01,8.01,8.01
-1714642200,8.66,8.66,8.66,8.66
-1712050200,9.14,9.14,9.14,9.14
-1709371800,9.46,9.46,9.46,9.46
-1706779800,9.48,9.48,9.48,9.48
-1701423000,9.2,9.2,9.2,9.2
-1698917400,9.17,9.17,9.17,9.17
-1693647000,9.27,9.27,9.27,9.27
-1690968600,9.36,9.36,9.36,9.36
-1685698200,9.3,9.3,9.3,9.3
-1683019800,9.68,9.68,9.68,9.68
-1677749400,10.21,10.21,10.21,10.21
-1675157400,9.8,9.8,9.8,9.8
-1672479000,9.57,9.57,9.57,9.57
-1669800600,9.03,9.03,9.03,9.03
-1667381400,9.31,9.31,9.31,9.31
-1662111000,8.86,8.86,8.86,8.86
-1659432600,9.04,9.04,9.04,9.04
-1654162200,8.53,8.53,8.53,8.53
-1648891800,7.68,7.68,7.68,7.68
-1646213400,7.04,7.04,7.04,7.04
-1640943000,7.21,7.21,7.21,7.21
-1638264600,7.43,7.43,7.43,7.43
-1635845400,7.28,7.28,7.28,7.28
-1633170600,7.21,7.21,7.21,7.21
-1630578600,7.44,7.44,7.44,7.44
-1625308200,7.51,7.51,7.51,7.51
-1622629800,7.58,7.58,7.58,7.58
-1617359400,7.86,7.86,7.86,7.86
-1614677400,8.06,8.06,8.06,8.06
-1609407000,7.85,7.85,7.85,7.85
-1601634600,8.39,8.39,8.39,8.39
-1599042600,8.97,8.97,8.97,8.97
-1593772200,9.51,9.51,9.51,9.51
-1591093800,8.87,8.87,8.87,8.87
-1588415400,9.01,9.01,9.01,9.01
-1585823400,9.47,9.47,9.47,9.47
-1580549400,8.92,8.92,8.92,8.92
-1577871000,8.83,8.83,8.83,8.83
-1572687000,8.67,8.67,8.67,8.67
-1570012200,8.6,8.6,8.6,8.6
-1564741800,7.92,7.92,7.92,7.92
-1562149800,7.91,7.91,7.91,7.91
-1556793000,7.87,7.87,7.87,7.87
-1554201000,7.88,7.88,7.88,7.88
-1551519000,7.48,7.48,7.48,7.48
-1548927000,6.81,6.81,6.81,6.81
-1543570200,7.06,7.06,7.06,7.06
-1541151000,6.88,6.88,6.88,6.88
-1538472600,6.91,6.91,6.91,6.91
-1533205800,6.55,6.55,6.55,6.55
-1530613800,6.53,6.53,6.53,6.53
-1527935400,6.45,6.45,6.45,6.45
-1525257000,6.61,6.61,6.61,6.61
-1519983000,7.06,7.06,7.06,7.06
-1517391000,7.31,7.31,7.31,7.31
-1512034200,7.46,7.46,7.46,7.46
-1509615000,7.74,7.74,7.74,7.74
-1504348200,8.53,8.53,8.53,8.53
-1501669800,8.45,8.45,8.45,8.45
-1496399400,8.83,8.83,8.83,8.83
-1493721000,9.06,9.06,9.06,9.06
-1488447000,8.8,8.8,8.8,8.8
-1485855000,8.78,8.78,8.78,8.78
-1483176600,8.9,8.9,8.9,8.9
-1480498200,9.28,9.28,9.28,9.28
-1478079000,9.43,9.43,9.43,9.43
-1472812200,8.67,8.67,8.67,8.67
-1470133800,8.34,8.34,8.34,8.34
-1464863400,8.1,8.1,8.1,8.1
-1459589400,8.03,8.03,8.03,8.03
-1456911000,8.27,8.27,8.27,8.27
-1451640600,8.83,8.83,8.83,8.83
-1448962200,8.87,8.87,8.87,8.87
-1443778200,8.5,8.5,8.5,8.5
-1441189800,8.47,8.47,8.47,8.47
-1435919400,9.03,9.03,9.03,9.03
-1433241000,9.34,9.34,9.34,9.34
-1430562600,9.25,9.25,9.25,9.25
-1427967000,9.13,9.13,9.13,9.13
-1422696600,10.16,10.16,10.16,10.16
-1420018200,10.58,10.58,10.58,10.58
-1412242200,10.28,10.28,10.28,10.28
-1409653800,10.61,10.61,10.61,10.61
-1406975400,10.8,10.8,10.8,10.8
-1404383400,11.1,11.1,11.1,11.1
-1399026600,11.51,11.51,11.51,11.51
-1396431000,11.89,11.89,11.89,11.89
-1391160600,12.46,12.46,12.46,12.46
-1388482200,12.65,12.65,12.65,12.65
-1385803800,12.67,12.67,12.67,12.67
-1383384600,11.81,11.81,11.81,11.81
-1380706200,11.48,11.48,11.48,11.48
-1375439400,12.11,12.11,12.11,12.11
-1372847400,12.62,12.62,12.62,12.62
-1367490600,13.32,13.32,13.32,13.32
-1364895000,13.02,13.02,13.02,13.02
-1362216600,13.19,13.19,13.19,13.19
-1359624600,13.49,13.49,13.49,13.49
-1354267800,13.66,13.66,13.66,13.66
-1351848600,13.87,13.87,13.87,13.87
-1349170200,14.21,14.21,14.21,14.21
-1343903400,14.89,14.89,14.89,14.89
-1341311400,15.22,15.22,15.22,15.22
-1338633000,16.03,16.03,16.03,16.03
-1335954600,16.94,16.94,16.94,16.94
-1330680600,17.06,17.06,17.06,17.06
-1328088600,17.46,17.66,17.46,17.66
-1325323800,17.76,17.76,17.26,17.57
-1322731800,17.530001,17.629999,16.950001,17.26
-1320226200,17.299999,19.280001,17.299999,19.280001
-1317461400,18.91,19.75,18.91,19.75
-1314959400,19.780001,20.440001,19.360001,20
-1312281000,20.07,20.07,18.34,19.139999
-1309602600,18.98,19.48,18.700001,19.43
-1307010600,19.42,20.870001,19.129999,20.870001
-1304159400,20.969999,21.43,20.92,21.139999
-1301736600,21.360001,22,21.110001,21.68
-1299058200,21.99,24.280001,21.950001,24.280001
-1296293400,23.85,24.35,22.309999,24.35
-1293787800,24.809999,25.74,24.17,25.74
-1291109400,25.84,25.84,24.35,25.59
-1288690200,25.83,26.08,24.35,25.530001
-1286011800,24.879999,25.940001,24.629999,25.940001
-1283423400,25.99,26.370001,24.200001,24.83
-1280572200,25.27,27.41,25.27,27.41
-1278153000,27.77,28.879999,27.77,28.879999
-1275474600,29.08,31.709999,28.379999,31.709999
-1272709800,31.82,31.860001,30.16,30.16
-1270200600,29.98,30.809999,20.43,24.15
-1267522200,22.879999,22.879999,17.66,20.92
-1264843800,20.950001,22.57,20.16,21.450001
-1262251800,21.18,22.790001,21.18,22.790001
-1259400600,22.74,23.360001,22.639999,23.280001
-1256981400,23.360001,24.85,23.360001,24.15
-1254475800,25.370001,25.92,24.73,24.9
-1251887400,24.299999,24.57,22.98,24.49
-1249122600,24.4,24.4,19.389999,20.459999
-1246617000,20.24,21.82,19.83,21.209999
-1243938600,21.110001,21.52,19.879999,21.370001
-1241260200,21.379999,21.860001,18.59,18.59
-1238664600,19.42,19.42,16.9,16.940001
-1235813400,17.129999,17.200001,15.54,16.379999
-1233394200,16.799999,16.959999,14.44,15.34
-1230715800,15.85,16.42,15.09,16.190001
-1227951000,16.16,18.17,16.16,18.030001
-1225531800,17.52,18.059999,16.66,16.690001
-1222939800,16.52,16.719999,14.37,15.09
-1220351400,14.65,15.44,13.02,13.02
-1217673000,12.4,15.35,12.2,14.83
-1215081000,15.07,15.26,13.73,13.73
-1212229800,13.93,14.29,13.55,13.86
-1209724200,13.92,13.92,9.71,9.71
-1207128600,9.53,10.96,8.82,10.43
-1204363800,10.5,11.52,9.31,9.5
-1201858200,9.38,9.38,7.72,8.12
-1199179800,7.56,8.92,7.55,7.94
-1196501400,8.23,8.84,7.5,8.29
-1193995800,8.35,8.98,7.31,7.31
-1191317400,7.18,7.18,5.83,5.83
-1188642600,5.74,6.09,4.47,4.47
-1186050600,4.4,5.12,4.4,4.43
-1183458600,4.6,6.03,4.41,6.03
-1180780200,6.11,8.58,5.87,8.39
-1178101800,8.47,9.31,7.34,8.08
-1175333400,8.06,8.06,6.42,6.96
-1172827800,6.76,7.68,6.48,6.55
-1170235800,6.73,7.12,6.47,6.92
-1167471000,6.83,7.34,6.83,6.94
-1164879000,6.67,6.76,5.53,5.66
-1162459800,5.77,6.93,5.65,5.85
-1159608600,5.87,7.91,5.87,7.83
-1157193000,8.43,9.78,8.34,9.64
-1154514600,9.74,10.98,9.74,10.91
-1151749800,11.62,12.2,9.65,9.95
-1149244200,10.25,11.28,10.05,11.09
-1146565800,11.23,11.23,9.65,9.72
-1143883800,9.62,10.32,8.61,8.96
-1141291800,9.12,10.23,9.12,9.88
-1138699800,9.91,10.31,9.55,9.97
-1136021400,10.11,11.33,9.76,11.17
-1133343000,11.46,11.82,10.69,10.76
-1130923800,10.72,11.07,10.42,10.62
-1128159000,10.76,11.16,10.46,10.46
-1125657000,10.46,10.46,9.45,9.61
-1122978600,9.38,10.37,9.38,9.81
-1120300200,9.69,9.99,8.36,8.68
-1117708200,8.95,9.52,8.69,9.15
-1114857000,9.06,9.21,8.45,9.08
-1112434200,8.83,9.19,8.76,8.81
-1109755800,8.77,9.54,8.77,9.54
-1106991000,9.41,9.56,9.02,9.5
-1104485400,9.51,9.58,8.96,9.1
-1101807000,9.05,9.34,8.74,8.74
-1099387800,8.79,8.79,8.06,8.45
-1096709400,8.54,9.44,8.22,9.28
-1094121000,9.23,10.07,9.15,9.58
-1091269800,9.67,10.47,9.67,10.24
-1088850600,10.28,11.08,10.28,11.08
-1086172200,11.04,11.67,10.62,11.24
-1083407400,11.21,11.92,11.21,11.59
-1080898200,11.48,12.46,11.1,12.46
-1078219800,12.61,13.46,12.61,12.94
-1075541400,12.75,13.43,12.75,13.43
-1072949400,13.4,14.31,13.4,14.31
-1070098200,14.44,14.87,14.32,14.6
-1067679000,14.77,15.1,14.24,14.92
-1065087000,15.19,15.51,13.53,13.77
-1062498600,13.87,14.45,13.82,14.4
-1059820200,14.39,15.16,14.12,14.84
-1057228200,14.9,16.15,14.81,15.85
-1054377000,15.91,16.200001,15.32,15.99
-1051871400,15.95,16.290001,15,16.01
-1049275800,16.040001,17.23,16.040001,17.23
-1046511000,17.17,17.690001,16.889999,17.280001
-1044005400,17.139999,17.32,16.65,17.18
-1041327000,16.93,17.959999,16.93,17.77
-1038648600,17.879999,18.370001,17.860001,18.059999
-1036229400,18.09,18.67,17.219999,17.92
-1033551000,17.709999,17.709999,15.99,16.43
-1030789800,16.469999,16.73,15.62,16.26
-1028284200,15.96,16.280001,15.12,15.4
-1025692200,15.47,17.059999,15.47,16.77
-1022927400,17.07,17.27,15.88,16.040001
-1020335400,15.61,15.61,13.2,13.76
-1017739800,13.72,13.72,10.76,12.35
-1015061400,12.08,12.08,10.17,11.11
-1012469400,10.97,11.42,10.31,10.55
-1009618200,10.52,11.95,10.52,10.69
-1007112600,10.89,11.68,10.34,11.34
-1004693400,11.46,11.46,8.5,8.5
-1002015000,8.91,10.45,8.91,9.78
-999340200,9.59,10.63,9.27,9.27
-996748200,9.57,11.72,9.42,11.56
-994156200,11.91,12.8,11.73,12.33
-991477800,12.25,12.73,11.85,12.06
-988799400,11.92,12.41,10.99,12.24
-986031000,12.52,13.91,12.48,13.17
-983525400,13.1,13.79,12.37,12.73
-980933400,12.61,13.14,12.32,13.14
-978168600,13.08,13.23,11.53,12.3
-975576600,12.12,12.7,12.12,12.7
-973157400,12.7,13.1,10.98,10.98
-970306200,11.26,11.26,10.42,10.93
-967890600,10.86,11.65,10.86,11.6
-965212200,11.42,11.8,10.79,10.86
-962447400,11,12.18,11,12.04
-959941800,12.04,12.16,10.86,11.18
-957263400,11.3,13.17,11.3,12.79
-954581400,12.88,13.21,12.73,12.83
-951989400,12.82,12.95,12.2,12.2
-949397400,12.29,12.46,12.19,12.46
-946719000,12.63,12.77,12.05,12.05
-944040600,12.05,12.37,12.04,12.13
-941535000,12.06,12.27,12,12.18
-938856600,12.21,12.59,12.04,12.19
-936268200,12.03,12.12,9.14,9.27
-933417000,9.11,10.1,8.99,9.98
-930997800,9.87,10.33,9.85,10.29
-928319400,10.26,10.5,9.84,10.5
-925554600,10.56,10.93,10.3,10.66
-923045400,10.81,11.08,10.47,11.08
-920367000,11.08,11.39,10.56,10.57
-917688600,10.62,10.69,10.38,10.58
-915096600,10.48,10.86,10.04,10.07
-912245400,9.96,10.19,9.53,9.92
-909826200,9.77,10.1,9.76,9.96
-907320600,9.97,10.16,9.31,9.31
-904732200,9.3,9.56,9.3,9.38
-901967400,9.36,9.95,9.36,9.85
-899461800,9.82,10.47,9.82,10.39
-896783400,10.34,10.36,10.03,10.28
-894105000,10.34,10.47,10.09,10.2
-891509400,10.17,10.17,9.5,9.5
-888658200,9.59,9.66,9.12,9.12
-886239000,9.07,9.38,8.37,8.69
-883560600,8.89,9.09,8.81,8.85
-880795800,8.84,8.97,8.46,8.59
-878380200,8.47,8.6,7.98,8.01
-875788200,8.05,8.2,7.47,7.66
-873196200,7.71,8.18,7.71,8.15
-870517800,8.19,8.53,8.18,8.3
-867925800,8.23,8.83,8.23,8.56
-865074600,8.57,8.73,8.46,8.62
-862569000,8.62,8.9,8.54,8.85
-859977000,8.92,9.48,8.92,9.36
-857212200,9.48,9.69,9.29,9.29
-854706600,9.28,9.77,9.28,9.77
-852028200,9.92,10.44,9.89,10.44
-849349800,10.52,10.97,10.43,10.97
-846930600,10.92,11.59,10.84,11.58
-844252200,11.59,11.76,11.14,11.59
-841487400,11.82,12.05,11.7,12.05
-838981800,12.18,12.35,11.88,12.35
-836389800,12.36,12.64,11.85,11.85
-833625000,11.47,11.92,11.47,11.8
-831033000,11.84,12.24,11.78,12.08
-828441000,12.09,12.09,11.67,11.91
-825762600,11.92,11.92,10.99,11.02
-823170600,11.13,11.69,11.13,11.67
-820319400,11.66,11.94,11.66,11.85
-817813800,11.83,11.89,11.56,11.82
-815308200,11.87,12.31,11.87,12.02
-812457000,11.96,12.06,11.67,11.87
-810037800,11.96,12.35,11.95,12.35
-807359400,12.31,13.02,12.23,12.98
-804594600,13.11,13.27,12.7,12.71
-802089000,12.78,13.04,12.61,12.82
-799410600,12.86,12.86,12.35,12.74
-796732200,12.8,13.07,12.73,12.78
-794140200,12.83,12.98,12.67,12.83
-791548200,12.8,13.28,12.8,13.28
-788869800,13.33,13.69,13.21,13.47
-786191400,13.5,14.3,13.5,14.3
-783772200,14.32,14.38,13.39,13.61
-781007400,13.77,14.84,13.67,14.84
-778501800,14.79,15.11,14.62,15.01
-775823400,15.03,15.37,14.87,14.87
-773145000,15.03,15.1,14.38,14.66
-770553000,14.68,15.51,14.4,15.51
-767701800,15.51,16.049999,15.51,16.049999
-765279000,16.33,16.719999,16.299999,16.65
-762600600,16.870001,17.27,16.85,17.190001
-759835800,17.440001,17.68,16.940001,17.360001
-757330200,17.25,18.67,17.23,18.57
-754651800,18.639999,18.700001,16.809999,17.280001
-752232600,17.209999,18.07,17.09,18.040001
-749554200,18.059999,18.9,18.059999,18.76
-746965800,18.709999,19.25,18.26,19.18
-744114600,19.049999,19.049999,18.030001,18.43
-741695400,18.540001,18.540001,17.389999,17.959999
-739017000,18.01,18.23,16.65,16.65
-736252200,15,15.99,14.33,14.96
-733743000,14.92,15.3,14.12,14.84
-731064600,15.07,15.33,14.13,14.68
-728386200,14.44,15.5,14.44,15.3
-725794200,15.2,15.66,14.77,15.66
-722943000,15.8,16.139999,15.3,15.43
-720523800,15.41,15.65,14.78,15.17
-718018200,15.23,15.23,14.09,14.58
-715429800,14.69,14.85,13.77,14.45
-712665000,14.3,15.24,14.3,15.21
-710159400,15.46,16.120001,15.44,15.76
-707481000,15.8,15.8,15.22,15.32
-704802600,15.37,15.37,14.85,15.11
-702207000,15.16,15.79,15.16,15.43
-699355800,15.46,15.46,14.98,14.98
-696936600,15.07,15.3,14.63,15.3
-694258200,15.34,15.34,14.32,14.68
-691493400,14.71,14.71,13.85,13.93
-689074200,14.07,15.08,13.84,15.08
-686395800,15.12,15.78,15.12,15.48
-683634600,15.6,16.690001,15.5,16.690001
-681129000,16.74,17.059999,16.540001,16.74
-678537000,16.700001,16.92,15.72,15.85
-675772200,15.85,16.15,15.67,15.97
-673180200,16.16,16.35,15.19,15.49
-670584600,15.67,16.610001,15.67,16.5
-667906200,16.700001,16.700001,14.75,14.75
-665314200,15.01,15.33,15,15.2
-662463000,14.95,15.61,14.95,15.22
-659957400,15.34,15.35,14.38,14.62
-657538200,14.71,15.22,14.65,15.06
-654859800,14.94,15.07,14.68,14.71
-652185000,14.78,15.02,14.19,14.19
-649593000,14.14,14.16,13.55,14.16
-647001000,14.26,15.06,14.26,15.04
-644322600,15.12,15.51,15.12,15.22
-641644200,15.31,15.74,15.19,15.58
-638875800,15.6,16.15,15.6,16.040001
-636370200,16.200001,16.33,15.75,16.059999
-633778200,16.15,16.790001,16.15,16.790001
-631013400,16.66,17.09,16.66,17.049999
-628421400,17.049999,17.32,16.99,17.219999
-626002200,17.24,17.559999,17.07,17.290001
-623151000,17.530001,18.049999,17.530001,17.959999
-620735400,18.219999,18.780001,18.110001,18.780001
-618057000,18.77,19.4,17.440001,17.690001
-615292200,17.639999,17.91,16.68,17.84
-612786600,18.02,18.82,17.950001,18.42
-610108200,18.549999,19.450001,18.540001,19.450001
-607426200,19.690001,20.120001,19.530001,19.530001
-604834200,19.559999,20.32,19.360001,19.51
-602242200,19.66,20.43,19,20.43
-599563800,20.77,21.74,20.690001,21.66
-596885400,21.77,22.200001,21.76,21.799999
-594466200,21.85,21.950001,21.25,21.48
-591701400,21.32,22.43,21.26,22.43
-589199400,22.530001,22.809999,21.030001,21.52
-586521000,21.48,22.049999,20.959999,20.959999
-583842600,21.1,22.629999,21.1,22.4
-581250600,22.51,23.280001,22.51,23.280001
-578399400,23.280001,23.709999,23.26,23.26
-575976600,23.469999,23.85,22.66,22.940001
-573298200,23.1,23.1,22.4,22.879999
-570533400,23.01,23.77,23.01,23.77
-568027800,23.799999,24.66,23.74,24.139999
-565349400,24.299999,24.299999,23.09,23.26
-562671000,23.290001,24.370001,23.290001,24.370001
-560165400,24.18,24.18,23.32,23.32
-557577000,23.17,23.940001,23.17,23.860001
-554812200,23.799999,24.959999,23.780001,24.959999
-552306600,25.120001,25.4,24.809999,25.4
-549628200,25.450001,25.549999,24.83,25.030001
-546949800,25.15,25.25,24.450001,24.540001
-544354200,24.48,24.58,23.799999,24.52
-541503000,24.6,25.66,24.6,25.66
