time,open,high,low,close
1049207400,11.124222,11.75532,11.077556,11.716432
1051795800,11.683099,12.785301,11.666433,12.785301
1054560600,12.821965,13.705283,12.674192,13.321955
1057066200,13.371956,14.355268,13.333067,14.077496
1059744600,14.105273,15.23303,13.797501,15.201919
1062509400,15.333027,15.919682,15.044142,15.10303
1065015000,15.311916,16.776332,15.300806,16.48967
1067869800,16.777442,16.99966,16.110789,16.799664
1070289000,17.044102,18.23297,16.855218,18.214079
1073053800,18.344079,19.447389,18.344079,18.655181
1075732200,18.679626,19.767382,18.305189,19.392944
1078151400,19.537387,19.888491,18.331857,19.49961
1080829800,19.542942,20.26626,17.565204,17.588537
1083591000,17.641869,18.247413,15.883016,17.794087
1086096600,17.810755,18.160748,16.777442,17.95853
1088688600,17.834087,17.871866,16.921884,17.305209
1091453400,17.2241,18.017417,16.99966,17.916308
1094045400,18.054084,19.197394,17.921864,19.166283
1096637400,19.286281,19.947379,18.871846,19.711828
1099319400,19.880712,21.810675,19.762938,21.6729
1101911400,21.799564,22.432884,20.806249,22.42733
1104762600,22.410663,22.493995,21.125133,22.308443
1107268200,22.441773,24.724894,22.363997,24.4684
1109687400,24.502843,24.710616,21.760677,22.532883
1112365800,22.610659,23.287312,21.529569,22.251777
1115040600,22.360664,23.261757,22.112891,22.955098
1117632600,22.888431,24.393086,22.875098,23.866431
1120224600,24.079763,25.803075,23.66643,25.699746
1122903000,25.899741,26.926397,25.249748,26.03974
1125581400,26.166405,28.379716,26.166405,28.29305
1128346200,28.416383,28.639714,24.949754,26.499735
1130855400,26.549731,28.576381,26.549731,28.033056
1133447400,28.283054,29.9997,28.283054,29.416373
1136298600,30.059696,33.796329,29.9997,33.592997
1138804200,33.632994,33.66633,31.399686,32.299674
1141223400,32.629674,33.606334,30.499695,32.99967
1144071000,33.426332,35.992973,33.333,35.149649
1146490200,35.31298,37.082963,30.216361,31.233021
1149168600,31.309684,32.523011,27.116399,31.299684
1151933400,31.866351,32.423009,29.023046,32.033016
1154439000,31.916348,33.333,31.369686,32.539675
1157117400,32.599674,33.199671,31.106359,32.256344
1159795800,32.116349,35.266314,31.633014,34.532991
1162391400,34.629654,36.856301,34.116329,36.599634
1164983400,36.752962,38.266284,36.166305,38.056286
1167834600,38.66628,38.832945,35.512975,38.099619
1170340200,38.266284,39.859601,34.946317,36.582968
1172759400,35.689646,39.209608,34.519655,38.832945
1175520600,38.949614,41.462919,38.739613,40.279597
1178026200,40.412933,42.799569,40.099599,42.266244
1180704600,42.582908,44.642884,41.079593,43.882891
1183383000,43.99956,48.032856,43.256234,44.189561
1185975000,43.639564,45.489545,37.136295,44.649553
1188912600,44.216221,50.66616,43.419562,49.816169
1191245400,50.289497,55.826108,49.66284,55.729443
1193923800,54.186125,54.556121,47.176195,51.466149
1196692200,51.369486,54.049456,47.812855,50.099499
1199284200,50.439499,50.752822,40.67626,45.629544
1201876200,45.866211,49.282844,42.869571,46.539535
1204554600,46.542868,47.112862,41.592917,44.792885
1207056600,45.296214,49.159508,45.192881,48.886178
1209648600,48.866181,52.486145,48.579518,50.432829
1212413400,50.392826,50.392826,44.432889,45.239548
1214919000,44.216221,44.772889,41.522921,42.75
1217597400,43.2,43.2,38.73,40.05
1220362200,39.37,39.75,30.88,34.17
1222867800,33.81,34.58,19.16,25.42999
1225722600,25.64,27.63,18.22,22.95
1228141800,22.14999,26.46001,20.69,24.97
1230906600,25.2,27.28,21.09,22.64999
1233585000,22.2,25.11,20.95,21.23
1236004200,20.62,26.48,19.86,24.81
1238592600,24.8,29.03,24.72,28.67
1241184600,28.71001,33.41,28.58,33.24001
1243863000,34.25999,34.89,30.12,32.23
1246455000,32.92,36.05,30.25,35.78
1249306200,36.74001,37.19,34.13,35.31
1251811800,35.39999,42,34.61,38.91
1254403800,38.81,41.60001,37.3,37.57001
1257172200,38.13,42.24001,37.39999,40.52
1259677800,41.34,42.52,40,41.5
1262615400,42.17999,43.47,35.81,38.28
1265034600,38.64,39.86,36.17999,38.96001
1267453800,39.42999,42.2525,39.33,42.1225
1270128600,42.74001,46.6599,41.28999,42.05
1272893400,42.19,42.42,35.21001,38.10001
1275399000,37.71001,41.13,36.58,37.32001
1277991000,37.5,41.71001,36.75999,41.39999
1280755800,42.17999,42.59,39.31,40.06
1283347800,40.78999,44.99001,40.75999,44.77
1285939800,45.25,47.03,45.08,46.12
1288618200,46.59,48.62,44.50999,44.78
1291213800,45.89999,47.67999,45.75,47.642
1294065000,48.03,48.32001,45.25,45.81
1296570600,46.21001,47.14,44.36,45.78999
1298989800,46.09,48.75,44.25,48.67
1301664600,49.24001,50.3,47.56,50
1304343000,50.24001,50.42999,45.77,48.53
1306935000,48.42999,48.565,44.77,47.60001
1309527000,47.58,48.63,45.8,47.11
1312205400,47.67,47.69,38.71001,42.75
1314883800,42.87,43.27,34.705,35.095
1317648600,35.07001,43.22,33.42,40.815
1320154200,39.28999,42.08,36.10001,40.00999
1322749800,40.03,40.59,36.48,37.94
1325601000,38.98,42.75999,38.2,42.11
1328106600,42.75,44.91,42.67,44.33
1330612200,44.48,44.86501,41.91,42.94501
1333373400,42.89999,43.85001,41.07001,42.215
1335879000,42.25,42.88,36.69,37.7
1338557400,36.92999,39.94501,36.57001,39.13499
1341235800,39.06,39.92,37.14999,39.12
1343827800,39.53999,40.84,38.44,39.28
1346765400,39.3,42.83501,38.675,41.325
1349098200,41.685,42.36,40.81619,41.14999
1351776600,41.535,42.25999,39.92,41.785
1354545000,42.05,44.42,41.77,44.35001
1357137000,44.91,45.3333,43.71001,44.215
1359729000,44.47,44.64,42.59,43.205
1362148200,43.07001,44.23,41.72,42.77
1364823000,42.72,43.41,40.75999,43.28999
1367415000,43.22,44.27,41.14,41.19501
1370266200,41.39999,41.95,36.16,38.5
1372685400,38.67999,40.24001,36.98,39.00999
1375363800,39.42999,40.2,37.17,38.02
1378215000,38.57001,43.32001,38.17,40.755
1380634200,41.03999,43.91,41.00999,42.455
1383312600,42.615,43.09,40.32,42.35
1385994600,42.19,42.26,40.14,41.795
1388673000,41,41.01,37.58,38.19
1391437800,37.86,39.87,37.05,39.48
1393857000,38.72,41.25,38.03,41.01
1396359000,41.4,42.47,40.54,41.33
1398951000,41.275,43.29,41.08,42.55
1401715800,42.73,43.98,42.56,43.23
1404221400,43.55,45.13,43.4,43.82
